scan_id,batch_name,UID,scan_date,exam_date,version_number,centre_number,Language group,Prefix centre,candidate_number,question_number,Published,confidence,Captured,Question type,1_Published vs Captured,PoS,ANSWER Key
60000002308800074,TELEVID5183_1_SCANNER19,TN00100206961974639960000002308800074,15/04/2025,09/04/2025,6961974639,TN001,Afro-Asiatic,TN,20,9,DOCHERTY,0.8193,DOCHERTY,,Match,D822/03,docherty
60000002311700799,TELEVID5195_SCANNER19,TH25900169986495759960000002311700799,16/04/2025,28/03/2025,9986495759,TH259,Kadai ,TH,16,9,7.40,0.8293,7.40,,Match,D822/03,"[7/[7/[07/seven]]]( )([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))( )[4[0/O/o]/[4[0/O/o]/forty]]( )([p/pence])( )(.)/[G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s)( )[7/[7/[07/seven]]]( )([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))( )[4[0/O/o]/[4[0/O/o]/forty]]( )[p/pence]( )(.)/[G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s)[7/[7/[07/seven]]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))[&/+/,/-/./:/;/and/ ][4[(0)/O/o]/[4[0/O/o]/forty]]([p/pence])(.)/([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))[7/[7/[07/seven]]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))[&/+/,/-/./:/;/and/ ][4[(0)/O/o]/[4[0/O/o]/forty]](.)/[G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s)[7/[7/[07/seven]]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))[&/+/,/-/./:/;/and/ ][4[(0)/O/o]/[4[0/O/o]/forty]]([p/pence])(.)/[7/[7/[07/seven]]][&/+/,/-/./:/;/and/ ][4[(0)/O/o]/[4[0/O/o]/forty]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))(.)/[7/[7/[07/seven]]]( )([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))[&/+/,/-/./:/;/and/ ][4[0/O/o]/[4[0/O/o]/forty]]( )(.)/[7/[7/[07/seven]]]( )[G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s)[&/+/,/-/./:/;/and/ ][4[0/O/o]/[4[0/O/o]/forty]]( )([p/pence])(.)/([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))[7/[7/[07/seven]]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))([&/+/,/-/./:/;/and/ ])[4[(0)/O/o]/[4[0/O/o]/forty]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))(.)/[7/[7/[07/seven]]][&/+/,/-/./:/;/and/ ][4[0/O/o]/[4[0/O/o]/forty]]( )(.)/[7/[7/[07/seven]]]( )[4[0/O/o]/[4[0/O/o]/forty]]( )[p/pence](.)/[7/[7/[07/seven]]]( )([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))( )([and/&/+/'n'/'n/n'/n])( )[.4/.four/2~/5/4~/10/4~/10 of/4~/10 of 1/4~/10 of a/4~/10 of one/four tenths/four tenths of/four tenths of 1/four tenths of a/four tenths of one/point 4/point four/point4](.)"
60000002311700801,TELEVID5195_SCANNER19,TH25900189986495759660000002311700801,16/04/2025,28/03/2025,9986495759,TH259,Kadai ,TH,18,6,8:25,0.831,8:25,,Match,D822/03,[([0/O/o])8/[8/[08/eight]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]](([-/ ])[in morning/in the morning/a(.)m(.)])(.)/[([0/O/o])8/[8/[08/eight]]][h/hour/hours/hr/hrs/hs]([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]]([m/min/mins/minute/minutes/ms])(([-/ ])[in morning/in the morning/a(.)m(.)])(.)/[([0/O/o])8/[8/[08/eight]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]]([-/ ])[h/hour/hours/hr/hrs/hs](.)(([-/ ])[in morning/in the morning/a(.)m(.)])(.)/[25/[twenty([-/ ])[5/[05/five]]/25]]([m/min/mins/minute/minutes/ms](.))([-/ ])[past/after]([-/ ])[([0/O/o])8/[8/[08/eight]]]([h/hour/hours/hr/hrs/hs])(.)(([-/ ])[in morning/in the morning/a(.)m(.)])(.)
60000002316700242,TELEVID5208_SCANNER19,IT36300506961974639860000002316700242,17/04/2025,14/04/2025,6961974639,IT363,Romance,IT,50,8,3:25 P.M,0.844,3:25 P.M,,Match,D822/03,[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]][h/hour/hours/hr/hrs/hs]([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]]([m/min/mins/minute/minutes/ms])(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]]([-/ ])[h/hour/hours/hr/hrs/hs](.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[25/[twenty([-/ ])[5/[05/five]]/25]]([m/min/mins/minute/minutes/ms](.))([-/ ])[past/after]([-/ ])[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])(.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]](([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)
60000002317500226,TELEVID5211_1_SCANNER18,IT95500216961974639960000002317500226,17/04/2025,04/04/2025,6961974639,IT955,Romance,IT,21,9,DOCHERTY,0.8361,DOCHERJY,,NoMatch,D822/03,docherty
60000002317500227,TELEVID5211_1_SCANNER18,IT95500226961974639860000002317500227,17/04/2025,04/04/2025,6961974639,IT955,Romance,IT,22,8,3:25 PM,0.8304,3:25 PM,,Match,D822/03,[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]][h/hour/hours/hr/hrs/hs]([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]]([m/min/mins/minute/minutes/ms])(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]]([-/ ])[h/hour/hours/hr/hrs/hs](.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[25/[twenty([-/ ])[5/[05/five]]/25]]([m/min/mins/minute/minutes/ms](.))([-/ ])[past/after]([-/ ])[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])(.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]](([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)
60000002367700190,TELEVID5300_SCANNER19,MA22000246961974639560000002367700190,01/05/2025,27/04/2025,6961974639,MA220,Afro-Asiatic,MA,24,5,--impossible--,0.8469,"B, C",,NoMatch,D822/03,C
60000002367700192,TELEVID5300_SCANNER19,MA220002669619746391660000002367700192,01/05/2025,27/04/2025,6961974639,MA220,Afro-Asiatic,MA,26,16,B,0.8325,B,,Match,D822/03,B
60000002367700193,TELEVID5300_SCANNER19,MA220002769619746391260000002367700193,01/05/2025,27/04/2025,6961974639,MA220,Afro-Asiatic,MA,27,12,B,0.8201,B,,Match,D822/03,C
60000002367700197,TELEVID5300_SCANNER19,MA22000316961974639960000002367700197,01/05/2025,27/04/2025,6961974639,MA220,Afro-Asiatic,MA,31,9,DOCHIATY,0.8054,DOCHIATX,,NoMatch,D822/03,docherty
60000002367700288,TELEVID5300_SCANNER19,MA22000426961974639560000002367700288,01/05/2025,27/04/2025,6961974639,MA220,Afro-Asiatic,MA,42,5,B,0.8188,"A, B",,NoMatch,D822/03,C
60000002367700290,TELEVID5300_SCANNER19,MA22000446961974639760000002367700290,01/05/2025,27/04/2025,6961974639,MA220,Afro-Asiatic,MA,44,7,EVERY WENSDAY,0.8279,EVERY WENT DAY,,NoMatch,D822/03,[Wednesday/We/Wed/Weds/Wendnesday/Wendsday/Wenesday/Wensday]
60000002367700290,TELEVID5300_SCANNER19,MA220004469619746391060000002367700290,01/05/2025,27/04/2025,6961974639,MA220,Afro-Asiatic,MA,44,10,JUNE.,0.8337,JUNE,,NoMatch,D822/03,"(the )[16/16nd/16rd/16st/16th/sixteen/sixteenth]([,/-/./~// of / ])[6/06/6th/Jun/Jun./June/six/sixth/vi](.)/(the )[6/06/6th/Jun/Jun./June/six/sixth/vi]([,/-/./~// /the ])[16/16nd/16rd/16st/16th/sixteen/sixteenth](.)/(the )[16nd/16rd/16st/16th/sixteenth] of the [6th/sixth](.)"
60000002367700297,TELEVID5300_SCANNER19,MA22000526961974639760000002367700297,01/05/2025,27/04/2025,6961974639,MA220,Afro-Asiatic,MA,52,7,TURSDAY,0.8219,TURSDAM,,NoMatch,D822/03,[Wednesday/We/Wed/Weds/Wendnesday/Wendsday/Wenesday/Wensday]
60000002420801329,TELEVID5317_1_SCANNER18,IT304000890841330611660000002420801329,10/05/2025,29/04/2025,9084133061,IT304,Romance,IT,8,16,B,0.8053,"A, B",,NoMatch,D822/03,A
60000002452000113,TELEVID5344_SCANNER18,KH04100066967402849660000002452000113,13/05/2025,04/05/2025,6967402849,KH041,Austro-Asiatic,KH,6,6,4.50,0.8085,4.50,,Match,D822/03,"[3/[3/[03/three]]]( )([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))( )[5[0/O/o]/[5[0/O/o]/fifty]]( )([p/pence])( )(.)/[G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s)( )[3/[3/[03/three]]]( )([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))( )[5[0/O/o]/[5[0/O/o]/fifty]]( )[p/pence]( )(.)/([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))[3/[3/[03/three]]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))[&/+/,/-/./:/;/and/ ][5[(0)/O/o]/[5[0/O/o]/fifty]](.)/[3/[3/[03/three]]][&/+/,/-/./:/;/and/ ][5[(0)/O/o]/[5[0/O/o]/fifty]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))(.)/[3/[3/[03/three]]]( )([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))[&/+/,/-/./:/;/and/ ][5[0/O/o]/[5[0/O/o]/fifty]]( )(.)/[3/[3/[03/three]]]( )[G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s)[&/+/,/-/./:/;/and/ ][5[0/O/o]/[5[0/O/o]/fifty]]( )([p/pence])(.)/([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))[3/[3/[03/three]]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))([&/+/,/-/./:/;/and/ ])[5[(0)/O/o]/[5[0/O/o]/fifty]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))(.)/[3/[3/[03/three]]][&/+/,/-/./:/;/and/ ][5[0/O/o]/[5[0/O/o]/fifty]]( )(.)/[3/[3/[03/three]]]( )[5[0/O/o]/[5[0/O/o]/fifty]]( )[p/pence](.)/[G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s)[3/[3/[03/three]]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))[&/+/,/-/./:/;/and/ ][5[(0)/O/o]/[5[0/O/o]/fifty]]([p/pence])(.)/[G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s)[3/[3/[03/three]]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))[&/+/,/-/./:/;/and/ ][5[(0)/O/o]/[5[0/O/o]/fifty]]([p/pence])(.)/[3/[3/[03/three]]]( )([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))( )([and/&/+/'n'/'n/n'/n])( )[,5/,50/.5/.50/.five/0.5 of/0.5 of a/1~/2/1~/2 a/1~/2 of/1~/2 of 1/1~/2 of a/1~/2 of one/5~/10/5~/10 of/5~/10 of 1/5~/10 of a/5~/10 of one/a 1~/2/a half/a half of/a half of 1/a half of a/a half of one/an half of/an half of 1/an half of a/an half of one/five tenths/five tenths of/five tenths of 1/five tenths of a/five tenths of one/half/half a/half of/half of 1/half of a/half of one/one half of/one half of 1/one half of a/one half of one/point 5/point five/point5](.)"
60000002452000264,TELEVID5344_SCANNER18,KH041003869674028491160000002452000264,13/05/2025,04/05/2025,6967402849,KH041,Austro-Asiatic,KH,38,11,B,0.8392,B,,Match,D822/03,B
60000002452000272,TELEVID5344_SCANNER18,KH04100466967402849660000002452000272,13/05/2025,04/05/2025,6967402849,KH041,Austro-Asiatic,KH,46,6,3.50,0.8284,3.50,,Match,D822/03,"[3/[3/[03/three]]]( )([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))( )[5[0/O/o]/[5[0/O/o]/fifty]]( )([p/pence])( )(.)/[G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s)( )[3/[3/[03/three]]]( )([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))( )[5[0/O/o]/[5[0/O/o]/fifty]]( )[p/pence]( )(.)/([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))[3/[3/[03/three]]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))[&/+/,/-/./:/;/and/ ][5[(0)/O/o]/[5[0/O/o]/fifty]](.)/[3/[3/[03/three]]][&/+/,/-/./:/;/and/ ][5[(0)/O/o]/[5[0/O/o]/fifty]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))(.)/[3/[3/[03/three]]]( )([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))[&/+/,/-/./:/;/and/ ][5[0/O/o]/[5[0/O/o]/fifty]]( )(.)/[3/[3/[03/three]]]( )[G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s)[&/+/,/-/./:/;/and/ ][5[0/O/o]/[5[0/O/o]/fifty]]( )([p/pence])(.)/([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))[3/[3/[03/three]]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))([&/+/,/-/./:/;/and/ ])[5[(0)/O/o]/[5[0/O/o]/fifty]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))(.)/[3/[3/[03/three]]][&/+/,/-/./:/;/and/ ][5[0/O/o]/[5[0/O/o]/fifty]]( )(.)/[3/[3/[03/three]]]( )[5[0/O/o]/[5[0/O/o]/fifty]]( )[p/pence](.)/[G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s)[3/[3/[03/three]]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))[&/+/,/-/./:/;/and/ ][5[(0)/O/o]/[5[0/O/o]/fifty]]([p/pence])(.)/[G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s)[3/[3/[03/three]]]([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))[&/+/,/-/./:/;/and/ ][5[(0)/O/o]/[5[0/O/o]/fifty]]([p/pence])(.)/[3/[3/[03/three]]]( )([G(.)B(.)P(.)/G(.)B(.)P(.)£(.)/pound/pound./£/£(.)G(.)B(.)P(.)](s))( )([and/&/+/'n'/'n/n'/n])( )[,5/,50/.5/.50/.five/0.5 of/0.5 of a/1~/2/1~/2 a/1~/2 of/1~/2 of 1/1~/2 of a/1~/2 of one/5~/10/5~/10 of/5~/10 of 1/5~/10 of a/5~/10 of one/a 1~/2/a half/a half of/a half of 1/a half of a/a half of one/an half of/an half of 1/an half of a/an half of one/five tenths/five tenths of/five tenths of 1/five tenths of a/five tenths of one/half/half a/half of/half of 1/half of a/half of one/one half of/one half of 1/one half of a/one half of one/point 5/point five/point5](.)"
60000002472800835,TELEVID5358_SCANNER18,IT27800026961974639860000002472800835,14/05/2025,10/05/2025,6961974639,IT278,Romance,IT,2,8,3:25,0.8493,3:25,,Match,D822/03,[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]][h/hour/hours/hr/hrs/hs]([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]]([m/min/mins/minute/minutes/ms])(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]]([-/ ])[h/hour/hours/hr/hrs/hs](.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[25/[twenty([-/ ])[5/[05/five]]/25]]([m/min/mins/minute/minutes/ms](.))([-/ ])[past/after]([-/ ])[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])(.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]](([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)
60000002515000750,TELEVID5438_SCANNER19,IT00700016961974639960000002515000750,19/05/2025,12/05/2025,6961974639,IT007,Romance,IT,1,9,DOCHERTY,0.8117,DOCHERTE,,NoMatch,D822/03,docherty
60000002720200469,TELEVID5578_SCANNER18,LK00102504103294274960000002720200469,28/05/2025,17/05/2025,4103294274,LK001,Indo-Iranian,LK,250,9,37,0.8108,37,,Match,D822/03,[37/[thirty([-/ ])[7/[07/seven]]/37]]
60000002720200494,TELEVID5578_SCANNER18,LK001027541032942741160000002720200494,28/05/2025,17/05/2025,4103294274,LK001,Indo-Iranian,LK,275,11,B,0.8063,C,,NoMatch,D822/03,B
60000002720200769,TELEVID5578_SCANNER18,TW00725012288902671460000002720200769,28/05/2025,18/05/2025,2288902671,TW007,Chinese,TW,2501,4,B,0.8361,B,,Match,D822/03,B
60000002750100333,TELEVID5642_SCANNER18,IT01745946961974639860000002750100333,30/05/2025,24/05/2025,6961974639,IT017,Romance,IT,4594,8,3:25 P.M,0.8436,3:25 P.M,,Match,D822/03,[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]][h/hour/hours/hr/hrs/hs]([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]]([m/min/mins/minute/minutes/ms])(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]]([-/ ])[h/hour/hours/hr/hrs/hs](.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[25/[twenty([-/ ])[5/[05/five]]/25]]([m/min/mins/minute/minutes/ms](.))([-/ ])[past/after]([-/ ])[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])(.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]](([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)
60000002751400863,TELEVID5678_SCANNER18,IT22300226961974639760000002751400863,30/05/2025,21/05/2025,6961974639,IT223,Romance,IT,22,7,WEDNESDAY AFTER SCHOOL,0.8274,WEDNESDAY AFTER SCHOOL,,Match,D822/03,[Wednesday/We/Wed/Weds/Wendnesday/Wendsday/Wenesday/Wensday]
60000002752900712,TELEVID5641_SCANNER18,IT01745016961974639860000002752900712,30/05/2025,24/05/2025,6961974639,IT017,Romance,IT,4501,8,3 PM,0.8425,3 PM,,Match,D822/03,[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]][h/hour/hours/hr/hrs/hs]([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]]([m/min/mins/minute/minutes/ms])(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]]([-/ ])[h/hour/hours/hr/hrs/hs](.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[25/[twenty([-/ ])[5/[05/five]]/25]]([m/min/mins/minute/minutes/ms](.))([-/ ])[past/after]([-/ ])[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])(.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]](([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)
60000002752900715,TELEVID5641_SCANNER18,IT01745046961974639960000002752900715,30/05/2025,24/05/2025,6961974639,IT017,Romance,IT,4504,9,DOCHERTY,0.8418,DOCHESTY,,NoMatch,D822/03,docherty
60000002757400900,TELEVID5705_SCANNER18,ID00310949902917666760000002757400900,30/05/2025,22/05/2025,9902917666,ID003,Malayo,ID,1094,7,MUSEUM,0.8116,MUSPUM,,NoMatch,D822/03,[museum/museam/museeum/musieum/musium/muzeum](s)
60000002828800623,TELEVID5798_SCANNER18,GR11842454103294274860000002828800623,04/06/2025,31/05/2025,4103294274,GR118,Greek,GR,4245,8,THUERSDAY,0.8105,THUERSDAY,,Match,D822/03,[friday/fr/fri]
60000002828800797,TELEVID5798_SCANNER18,GR11840804103294274860000002828800797,04/06/2025,31/05/2025,4103294274,GR118,Greek,GR,4080,8,FRIDAY,0.8326,FRIDAX,,NoMatch,D822/03,[friday/fr/fri]
60000002828900024,TELEVID5809_SCANNER19,GR11840544103294274760000002828900024,04/06/2025,31/05/2025,4103294274,GR118,Greek,GR,4054,7,1.500,0.8063,1500,,NoMatch,D822/03,[2[0/O/o][0/O/o]/[2/[02/two]]([-/ ])[00/hund/hundred]]
60000002850500240,TELEVID5853_SCANNER18,IT036003869619746392360000002850500240,06/06/2025,29/05/2025,6961974639,IT036,Romance,IT,38,23,--impossible--,0.8203,"F, H",,NoMatch,D822/03,E
60000002850900469,TELEVID5845_SCANNER18,IT060090469619746391060000002850900469,06/06/2025,24/05/2025,6961974639,IT060,Romance,IT,904,10,JUNE 16TH,0.8044,JUNE 16TH,,Match,D822/03,"(the )[16/16nd/16rd/16st/16th/sixteen/sixteenth]([,/-/./~// of / ])[6/06/6th/Jun/Jun./June/six/sixth/vi](.)/(the )[6/06/6th/Jun/Jun./June/six/sixth/vi]([,/-/./~// /the ])[16/16nd/16rd/16st/16th/sixteen/sixteenth](.)/(the )[16nd/16rd/16st/16th/sixteenth] of the [6th/sixth](.)"
60000002850900490,TELEVID5845_SCANNER18,IT06009256961974639860000002850900490,06/06/2025,24/05/2025,6961974639,IT060,Romance,IT,925,8,3:25,0.8151,3:25,,Match,D822/03,[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]][h/hour/hours/hr/hrs/hs]([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]]([m/min/mins/minute/minutes/ms])(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]]([-/ ])[h/hour/hours/hr/hrs/hs](.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[25/[twenty([-/ ])[5/[05/five]]/25]]([m/min/mins/minute/minutes/ms](.))([-/ ])[past/after]([-/ ])[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])(.)(([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)/[15/[15/fifteen]/([0/O/o])3/[3/[03/three]]]([h/hour/hours/hr/hrs/hs])([&/-/./:/;])[25/[twenty([-/ ])[5/[05/five]]/25]](([-/ ])[in the afternoon/in the evening/p(.)m(.)])(.)
60000002850900547,TELEVID5845_SCANNER18,IT060098369619746391060000002850900547,06/06/2025,24/05/2025,6961974639,IT060,Romance,IT,983,10,16TH JUNE,0.8206,16TH JUNE,,Match,D822/03,"(the )[16/16nd/16rd/16st/16th/sixteen/sixteenth]([,/-/./~// of / ])[6/06/6th/Jun/Jun./June/six/sixth/vi](.)/(the )[6/06/6th/Jun/Jun./June/six/sixth/vi]([,/-/./~// /the ])[16/16nd/16rd/16st/16th/sixteen/sixteenth](.)/(the )[16nd/16rd/16st/16th/sixteenth] of the [6th/sixth](.)"
60000002850900551,TELEVID5845_SCANNER18,IT060098769619746391260000002850900551,06/06/2025,24/05/2025,6961974639,IT060,Romance,IT,987,12,B,0.8092,B,,Match,D822/03,C
